1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000000e+00,3.193543822537937160e+01,3.069465178623570978e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000111e-01,2.000000000000000000e+00,3.382433455610814832e+01,3.340277132434993490e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,3.000000000000000444e-01,2.000000000000000000e+00,3.411429155715043038e+01,3.405361686658456932e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,4.000000000000000222e-01,0.000000000000000000e+00,1.111203677742128804e+01,4.273274791539702022e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.113629607338396177e+01,5.446630642237869324e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,6.000000000000000888e-01,0.000000000000000000e+00,1.165140083063291954e+01,6.635783310267578372e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,7.000000000000000666e-01,0.000000000000000000e+00,1.167672691937380947e+01,7.860658565788300223e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.170205283957948339e+01,9.101075200503197493e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,9.000000000000000222e-01,0.000000000000000000e+00,1.172737886013334752e+01,1.032647812630322619e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.175273553338149490e+01,1.157009448855066722e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.000000000000000000e+00,2.168476667678980263e+01,4.266869126761675091e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,2.000000000000000111e-01,3.000000000000000444e-01,1.000000000000000000e+00,2.350027395622343107e+01,4.734865752794497240e+01,1.061743106262807146e+01,0.000000000000000000e+00,3.659156787362162078e+01,3.104227087056050749e+01,0.000000000000000000e+00,3.738936292089362468e+01
1.000000000000000056e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.000000000000000000e+00,2.423113471663032215e+01,4.869328937610367092e+01,1.113629694314599305e+01,0.000000000000000000e+00,3.722120958060271079e+01,4.267711373647574646e+01,0.000000000000000000e+00,3.784785197561198089e+01
1.000000000000000056e-01,2.000000000000000111e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.116055623910866679e+01,5.445273411071493541e+01,0.000000000000000000e+00,2.461836310607980849e+01,3.748158401638033155e+01,0.000000000000000000e+00,4.949957483807516923e+01,3.811986646265935974e+01
1.000000000000000056e-01,2.000000000000000111e-01,6.000000000000000888e-01,0.000000000000000000e+00,1.167672796896914100e+01,6.637286056034970727e+01,0.000000000000000000e+00,2.467187387043026447e+01,3.808935218878769291e+01,0.000000000000000000e+00,5.006745754058042763e+01,3.823009801747770808e+01
1.000000000000000056e-01,2.000000000000000111e-01,7.000000000000000666e-01,0.000000000000000000e+00,1.170205405771002916e+01,7.869410819316846073e+01,0.000000000000000000e+00,2.505727965531824708e+01,3.728221192665829165e+01,0.000000000000000000e+00,5.054967461813200913e+01,3.846607153372631416e+01
1.000000000000000056e-01,2.000000000000000111e-01,8.000000000000000444e-01,0.000000000000000000e+00,1.172737997791570486e+01,9.092525759710805744e+01,0.000000000000000000e+00,2.511150933687605402e+01,3.772599769346450671e+01,0.000000000000000000e+00,5.089494774662605892e+01,3.871542330389162601e+01
1.000000000000000056e-01,2.000000000000000111e-01,9.000000000000000222e-01,0.000000000000000000e+00,1.175270599846956898e+01,1.032906320442355366e+02,0.000000000000000000e+00,2.549509726964077316e+01,3.725834702665149933e+01,0.000000000000000000e+00,5.117869810080173920e+01,3.853339427276864626e+01
1.000000000000000056e-01,2.000000000000000111e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.177806267171771815e+01,1.157467948292887741e+02,0.000000000000000000e+00,2.522003476549046042e+01,3.824506707922822102e+01,0.000000000000000000e+00,5.144439229238635392e+01,3.897978553150090164e+01
1.000000000000000056e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.000000000000000000e+00,2.320564046364161825e+01,6.670202461587817311e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,3.000000000000000444e-01,4.000000000000000222e-01,1.000000000000000000e+00,2.394544240809083391e+01,7.232325008434000324e+01,1.116055617633632657e+01,0.000000000000000000e+00,3.800674007614469474e+01,4.266971508682821224e+01,0.000000000000000000e+00,3.850821305935858163e+01
1.000000000000000056e-01,3.000000000000000444e-01,5.000000000000000000e-01,1.000000000000000000e+00,2.467187500983796511e+01,7.443375140121553102e+01,1.118481547229900031e+01,0.000000000000000000e+00,3.859705802480797843e+01,5.449117069084424969e+01,0.000000000000000000e+00,3.867673473770575043e+01
1.000000000000000056e-01,3.000000000000000444e-01,6.000000000000000888e-01,1.000000000000000000e+00,2.472538577418842110e+01,7.562141948692463700e+01,1.120907418894712038e+01,0.000000000000000000e+00,3.782245173535604010e+01,6.632502340742703950e+01,0.000000000000000000e+00,3.899532479055363154e+01
